Instance,x,y,class,Pred_class,Matches,Pie,Mixnew,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,class_new,Stress
165,-0.537051927,0.097859982,dummy,dummy,Match,,,,,,,dummy,
166,-0.537051927,0.145651653,dummy,dummy,Match,,,,,,,dummy,
167,-0.537051927,0.193443323,dummy,dummy,Match,,,,,,,dummy,
168,-0.537051927,0.241234994,dummy,dummy,Match,,,,,,,dummy,
169,-0.537051927,0.289026665,dummy,dummy,Match,,,,,,,dummy,
170,-0.537051927,0.336818335,dummy,dummy,Match,,,,,,,dummy,
171,-0.537051927,0.384610006,dummy,dummy,Match,,,,,,,dummy,
172,-0.537051927,0.432401677,dummy,dummy,Match,,,,,,,dummy,
173,-0.537051927,0.480193348,dummy,dummy,Match,,,,,,,dummy,
174,-0.537051927,0.527985018,dummy,dummy,Match,,,,,,,dummy,
175,-0.537051927,0.575776689,dummy,dummy,Match,,,,,,,dummy,
176,-0.489260256,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
177,-0.489260256,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
178,-0.489260256,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
179,-0.489260256,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
180,-0.489260256,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
181,-0.489260256,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
182,-0.489260256,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
183,-0.489260256,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
184,-0.489260256,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
185,-0.489260256,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
186,-0.489260256,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
187,-0.489260256,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
188,-0.489260256,0.00227664,dummy,dummy,Match,,,,,,,dummy,
189,-0.489260256,0.050068311,dummy,dummy,Match,,,,,,,dummy,
190,-0.489260256,0.097859982,dummy,dummy,Match,,,,,,,dummy,
191,-0.489260256,0.145651653,dummy,dummy,Match,,,,,,,dummy,
192,-0.489260256,0.193443323,dummy,dummy,Match,,,,,,,dummy,
193,-0.489260256,0.241234994,dummy,dummy,Match,,,,,,,dummy,
194,-0.489260256,0.289026665,dummy,dummy,Match,,,,,,,dummy,
195,-0.489260256,0.336818335,dummy,dummy,Match,,,,,,,dummy,
196,-0.489260256,0.384610006,dummy,dummy,Match,,,,,,,dummy,
197,-0.489260256,0.432401677,dummy,dummy,Match,,,,,,,dummy,
198,-0.489260256,0.480193348,dummy,dummy,Match,,,,,,,dummy,
199,-0.489260256,0.527985018,dummy,dummy,Match,,,,,,,dummy,
200,-0.489260256,0.575776689,dummy,dummy,Match,,,,,,,dummy,
201,-0.441468586,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
202,-0.441468586,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
203,-0.441468586,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
204,-0.441468586,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
205,-0.441468586,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
206,-0.441468586,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
207,-0.441468586,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
208,-0.441468586,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
209,-0.441468586,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
210,-0.441468586,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
211,-0.441468586,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
212,-0.441468586,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
213,-0.441468586,0.00227664,dummy,dummy,Match,,,,,,,dummy,
214,-0.441468586,0.050068311,dummy,dummy,Match,,,,,,,dummy,
215,-0.441468586,0.097859982,dummy,dummy,Match,,,,,,,dummy,
216,-0.441468586,0.145651653,dummy,dummy,Match,,,,,,,dummy,
217,-0.441468586,0.193443323,dummy,dummy,Match,,,,,,,dummy,
218,-0.441468586,0.241234994,dummy,dummy,Match,,,,,,,dummy,
219,-0.441468586,0.289026665,dummy,dummy,Match,,,,,,,dummy,
220,-0.441468586,0.336818335,dummy,dummy,Match,,,,,,,dummy,
221,-0.441468586,0.384610006,dummy,dummy,Match,,,,,,,dummy,
222,-0.441468586,0.432401677,dummy,dummy,Match,,,,,,,dummy,
223,-0.441468586,0.480193348,dummy,dummy,Match,,,,,,,dummy,
224,-0.441468586,0.527985018,dummy,dummy,Match,,,,,,,dummy,
225,-0.441468586,0.575776689,dummy,dummy,Match,,,,,,,dummy,
226,-0.393676915,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
227,-0.393676915,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
228,-0.393676915,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
229,-0.393676915,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
230,-0.393676915,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
231,-0.393676915,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
232,-0.393676915,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
233,-0.393676915,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
234,-0.393676915,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
235,-0.393676915,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
236,-0.393676915,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
237,-0.393676915,0.00227664,dummy,dummy,Match,,,,,,,dummy,
238,-0.393676915,0.050068311,dummy,dummy,Match,,,,,,,dummy,
239,-0.393676915,0.097859982,dummy,dummy,Match,,,,,,,dummy,
240,-0.393676915,0.145651653,dummy,dummy,Match,,,,,,,dummy,
241,-0.393676915,0.193443323,dummy,dummy,Match,,,,,,,dummy,
242,-0.393676915,0.241234994,dummy,dummy,Match,,,,,,,dummy,
243,-0.393676915,0.289026665,dummy,dummy,Match,,,,,,,dummy,
244,-0.393676915,0.336818335,dummy,dummy,Match,,,,,,,dummy,
245,-0.393676915,0.384610006,dummy,dummy,Match,,,,,,,dummy,
246,-0.393676915,0.432401677,dummy,dummy,Match,,,,,,,dummy,
247,-0.393676915,0.480193348,dummy,dummy,Match,,,,,,,dummy,
248,-0.393676915,0.527985018,dummy,dummy,Match,,,,,,,dummy,
249,-0.393676915,0.575776689,dummy,dummy,Match,,,,,,,dummy,
250,-0.345885244,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
251,-0.345885244,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
252,-0.345885244,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
253,-0.345885244,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
254,-0.345885244,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
255,-0.345885244,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
256,-0.345885244,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
257,-0.345885244,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
258,-0.345885244,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
259,-0.345885244,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
260,-0.345885244,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
261,-0.345885244,0.00227664,dummy,dummy,Match,,,,,,,dummy,
262,-0.345885244,0.050068311,dummy,dummy,Match,,,,,,,dummy,
263,-0.345885244,0.097859982,dummy,dummy,Match,,,,,,,dummy,
264,-0.345885244,0.145651653,dummy,dummy,Match,,,,,,,dummy,
265,-0.345885244,0.193443323,dummy,dummy,Match,,,,,,,dummy,
266,-0.345885244,0.241234994,dummy,dummy,Match,,,,,,,dummy,
267,-0.345885244,0.289026665,dummy,dummy,Match,,,,,,,dummy,
268,-0.345885244,0.432401677,dummy,dummy,Match,,,,,,,dummy,
269,-0.345885244,0.480193348,dummy,dummy,Match,,,,,,,dummy,
270,-0.345885244,0.527985018,dummy,dummy,Match,,,,,,,dummy,
271,-0.345885244,0.575776689,dummy,dummy,Match,,,,,,,dummy,
272,-0.298093573,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
273,-0.298093573,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
274,-0.298093573,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
275,-0.298093573,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
276,-0.298093573,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
277,-0.298093573,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
278,-0.298093573,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
279,-0.298093573,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
280,-0.298093573,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
281,-0.298093573,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
282,-0.298093573,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
283,-0.298093573,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
284,-0.298093573,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
285,-0.298093573,0.00227664,dummy,dummy,Match,,,,,,,dummy,
286,-0.298093573,0.050068311,dummy,dummy,Match,,,,,,,dummy,
287,-0.298093573,0.097859982,dummy,dummy,Match,,,,,,,dummy,
288,-0.298093573,0.145651653,dummy,dummy,Match,,,,,,,dummy,
289,-0.298093573,0.193443323,dummy,dummy,Match,,,,,,,dummy,
290,-0.298093573,0.241234994,dummy,dummy,Match,,,,,,,dummy,
291,-0.298093573,0.289026665,dummy,dummy,Match,,,,,,,dummy,
292,-0.298093573,0.336818335,dummy,dummy,Match,,,,,,,dummy,
293,-0.298093573,0.432401677,dummy,dummy,Match,,,,,,,dummy,
294,-0.298093573,0.480193348,dummy,dummy,Match,,,,,,,dummy,
295,-0.298093573,0.527985018,dummy,dummy,Match,,,,,,,dummy,
296,-0.298093573,0.575776689,dummy,dummy,Match,,,,,,,dummy,
297,-0.250301903,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
298,-0.250301903,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
299,-0.250301903,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
300,-0.250301903,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
301,-0.250301903,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
302,-0.250301903,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
303,-0.250301903,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
304,-0.250301903,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
305,-0.250301903,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
306,-0.250301903,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
307,-0.250301903,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
308,-0.250301903,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
309,-0.250301903,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
310,-0.250301903,0.00227664,dummy,dummy,Match,,,,,,,dummy,
311,-0.250301903,0.050068311,dummy,dummy,Match,,,,,,,dummy,
312,-0.250301903,0.097859982,dummy,dummy,Match,,,,,,,dummy,
313,-0.250301903,0.145651653,dummy,dummy,Match,,,,,,,dummy,
314,-0.250301903,0.193443323,dummy,dummy,Match,,,,,,,dummy,
315,-0.250301903,0.241234994,dummy,dummy,Match,,,,,,,dummy,
316,-0.250301903,0.289026665,dummy,dummy,Match,,,,,,,dummy,
317,-0.250301903,0.336818335,dummy,dummy,Match,,,,,,,dummy,
318,-0.250301903,0.384610006,dummy,dummy,Match,,,,,,,dummy,
319,-0.250301903,0.432401677,dummy,dummy,Match,,,,,,,dummy,
320,-0.250301903,0.480193348,dummy,dummy,Match,,,,,,,dummy,
321,-0.250301903,0.527985018,dummy,dummy,Match,,,,,,,dummy,
322,-0.250301903,0.575776689,dummy,dummy,Match,,,,,,,dummy,
323,-0.202510232,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
324,-0.202510232,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
325,-0.202510232,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
326,-0.202510232,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
327,-0.202510232,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
328,-0.202510232,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
329,-0.202510232,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
330,-0.202510232,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
331,-0.202510232,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
332,-0.202510232,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
333,-0.202510232,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
334,-0.202510232,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
335,-0.202510232,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
336,-0.202510232,0.00227664,dummy,dummy,Match,,,,,,,dummy,
337,-0.202510232,0.050068311,dummy,dummy,Match,,,,,,,dummy,
338,-0.202510232,0.097859982,dummy,dummy,Match,,,,,,,dummy,
339,-0.202510232,0.145651653,dummy,dummy,Match,,,,,,,dummy,
340,-0.202510232,0.193443323,dummy,dummy,Match,,,,,,,dummy,
341,-0.202510232,0.241234994,dummy,dummy,Match,,,,,,,dummy,
342,-0.202510232,0.289026665,dummy,dummy,Match,,,,,,,dummy,
343,-0.202510232,0.336818335,dummy,dummy,Match,,,,,,,dummy,
344,-0.202510232,0.384610006,dummy,dummy,Match,,,,,,,dummy,
345,-0.202510232,0.432401677,dummy,dummy,Match,,,,,,,dummy,
346,-0.202510232,0.480193348,dummy,dummy,Match,,,,,,,dummy,
347,-0.202510232,0.527985018,dummy,dummy,Match,,,,,,,dummy,
348,-0.202510232,0.575776689,dummy,dummy,Match,,,,,,,dummy,
349,-0.154718561,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
350,-0.154718561,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
351,-0.154718561,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
352,-0.154718561,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
353,-0.154718561,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
354,-0.154718561,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
355,-0.154718561,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
356,-0.154718561,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
357,-0.154718561,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
358,-0.154718561,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
359,-0.154718561,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
360,-0.154718561,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
361,-0.154718561,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
362,-0.154718561,0.00227664,dummy,dummy,Match,,,,,,,dummy,
363,-0.154718561,0.050068311,dummy,dummy,Match,,,,,,,dummy,
364,-0.154718561,0.097859982,dummy,dummy,Match,,,,,,,dummy,
365,-0.154718561,0.145651653,dummy,dummy,Match,,,,,,,dummy,
366,-0.154718561,0.193443323,dummy,dummy,Match,,,,,,,dummy,
367,-0.154718561,0.241234994,dummy,dummy,Match,,,,,,,dummy,
368,-0.154718561,0.289026665,dummy,dummy,Match,,,,,,,dummy,
369,-0.154718561,0.336818335,dummy,dummy,Match,,,,,,,dummy,
370,-0.154718561,0.384610006,dummy,dummy,Match,,,,,,,dummy,
371,-0.154718561,0.432401677,dummy,dummy,Match,,,,,,,dummy,
372,-0.154718561,0.480193348,dummy,dummy,Match,,,,,,,dummy,
373,-0.154718561,0.527985018,dummy,dummy,Match,,,,,,,dummy,
374,-0.10692689,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
375,-0.10692689,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
376,-0.10692689,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
377,-0.10692689,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
378,-0.10692689,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
379,-0.10692689,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
380,-0.10692689,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
381,-0.10692689,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
382,-0.10692689,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
383,-0.10692689,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
384,-0.10692689,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
385,-0.10692689,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
386,-0.10692689,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
387,-0.10692689,0.00227664,dummy,dummy,Match,,,,,,,dummy,
388,-0.10692689,0.050068311,dummy,dummy,Match,,,,,,,dummy,
389,-0.10692689,0.097859982,dummy,dummy,Match,,,,,,,dummy,
390,-0.10692689,0.145651653,dummy,dummy,Match,,,,,,,dummy,
391,-0.10692689,0.193443323,dummy,dummy,Match,,,,,,,dummy,
392,-0.10692689,0.241234994,dummy,dummy,Match,,,,,,,dummy,
393,-0.10692689,0.289026665,dummy,dummy,Match,,,,,,,dummy,
394,-0.10692689,0.336818335,dummy,dummy,Match,,,,,,,dummy,
395,-0.10692689,0.384610006,dummy,dummy,Match,,,,,,,dummy,
396,-0.10692689,0.432401677,dummy,dummy,Match,,,,,,,dummy,
397,-0.10692689,0.480193348,dummy,dummy,Match,,,,,,,dummy,
398,-0.10692689,0.527985018,dummy,dummy,Match,,,,,,,dummy,
399,-0.05913522,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
400,-0.05913522,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
401,-0.05913522,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
402,-0.05913522,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
403,-0.05913522,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
404,-0.05913522,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
405,-0.05913522,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
406,-0.05913522,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
407,-0.05913522,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
408,-0.05913522,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
409,-0.05913522,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
410,-0.05913522,0.00227664,dummy,dummy,Match,,,,,,,dummy,
411,-0.05913522,0.050068311,dummy,dummy,Match,,,,,,,dummy,
412,-0.05913522,0.097859982,dummy,dummy,Match,,,,,,,dummy,
413,-0.05913522,0.145651653,dummy,dummy,Match,,,,,,,dummy,
414,-0.05913522,0.193443323,dummy,dummy,Match,,,,,,,dummy,
415,-0.05913522,0.241234994,dummy,dummy,Match,,,,,,,dummy,
416,-0.05913522,0.289026665,dummy,dummy,Match,,,,,,,dummy,
417,-0.05913522,0.336818335,dummy,dummy,Match,,,,,,,dummy,
418,-0.05913522,0.384610006,dummy,dummy,Match,,,,,,,dummy,
419,-0.05913522,0.432401677,dummy,dummy,Match,,,,,,,dummy,
420,-0.05913522,0.480193348,dummy,dummy,Match,,,,,,,dummy,
421,-0.05913522,0.527985018,dummy,dummy,Match,,,,,,,dummy,
422,-0.05913522,0.575776689,dummy,dummy,Match,,,,,,,dummy,
423,-0.011343549,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
424,-0.011343549,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
425,-0.011343549,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
426,-0.011343549,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
427,-0.011343549,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
428,-0.011343549,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
429,-0.011343549,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
430,-0.011343549,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
431,-0.011343549,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
432,-0.011343549,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
433,-0.011343549,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
434,-0.011343549,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
435,-0.011343549,0.00227664,dummy,dummy,Match,,,,,,,dummy,
436,-0.011343549,0.050068311,dummy,dummy,Match,,,,,,,dummy,
437,-0.011343549,0.097859982,dummy,dummy,Match,,,,,,,dummy,
438,-0.011343549,0.145651653,dummy,dummy,Match,,,,,,,dummy,
439,-0.011343549,0.193443323,dummy,dummy,Match,,,,,,,dummy,
440,-0.011343549,0.241234994,dummy,dummy,Match,,,,,,,dummy,
441,-0.011343549,0.289026665,dummy,dummy,Match,,,,,,,dummy,
442,-0.011343549,0.336818335,dummy,dummy,Match,,,,,,,dummy,
443,-0.011343549,0.384610006,dummy,dummy,Match,,,,,,,dummy,
444,-0.011343549,0.432401677,dummy,dummy,Match,,,,,,,dummy,
445,-0.011343549,0.480193348,dummy,dummy,Match,,,,,,,dummy,
446,-0.011343549,0.527985018,dummy,dummy,Match,,,,,,,dummy,
447,-0.011343549,0.575776689,dummy,dummy,Match,,,,,,,dummy,
448,0.036448122,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
449,0.036448122,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
450,0.036448122,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
451,0.036448122,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
452,0.036448122,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
453,0.036448122,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
454,0.036448122,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
455,0.036448122,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
456,0.036448122,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
457,0.036448122,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
458,0.036448122,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
459,0.036448122,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
460,0.036448122,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
461,0.036448122,0.00227664,dummy,dummy,Match,,,,,,,dummy,
462,0.036448122,0.050068311,dummy,dummy,Match,,,,,,,dummy,
463,0.036448122,0.097859982,dummy,dummy,Match,,,,,,,dummy,
464,0.036448122,0.145651653,dummy,dummy,Match,,,,,,,dummy,
465,0.036448122,0.193443323,dummy,dummy,Match,,,,,,,dummy,
466,0.036448122,0.241234994,dummy,dummy,Match,,,,,,,dummy,
467,0.036448122,0.289026665,dummy,dummy,Match,,,,,,,dummy,
468,0.036448122,0.336818335,dummy,dummy,Match,,,,,,,dummy,
469,0.036448122,0.384610006,dummy,dummy,Match,,,,,,,dummy,
470,0.036448122,0.432401677,dummy,dummy,Match,,,,,,,dummy,
471,0.036448122,0.480193348,dummy,dummy,Match,,,,,,,dummy,
472,0.036448122,0.527985018,dummy,dummy,Match,,,,,,,dummy,
473,0.036448122,0.575776689,dummy,dummy,Match,,,,,,,dummy,
474,0.084239792,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
475,0.084239792,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
476,0.084239792,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
477,0.084239792,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
478,0.084239792,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
479,0.084239792,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
480,0.084239792,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
481,0.084239792,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
482,0.084239792,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
483,0.084239792,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
484,0.084239792,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
485,0.084239792,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
486,0.084239792,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
487,0.084239792,0.00227664,dummy,dummy,Match,,,,,,,dummy,
488,0.084239792,0.050068311,dummy,dummy,Match,,,,,,,dummy,
489,0.084239792,0.097859982,dummy,dummy,Match,,,,,,,dummy,
490,0.084239792,0.145651653,dummy,dummy,Match,,,,,,,dummy,
491,0.084239792,0.193443323,dummy,dummy,Match,,,,,,,dummy,
492,0.084239792,0.241234994,dummy,dummy,Match,,,,,,,dummy,
493,0.084239792,0.289026665,dummy,dummy,Match,,,,,,,dummy,
494,0.084239792,0.336818335,dummy,dummy,Match,,,,,,,dummy,
495,0.084239792,0.384610006,dummy,dummy,Match,,,,,,,dummy,
496,0.084239792,0.432401677,dummy,dummy,Match,,,,,,,dummy,
497,0.084239792,0.480193348,dummy,dummy,Match,,,,,,,dummy,
498,0.084239792,0.527985018,dummy,dummy,Match,,,,,,,dummy,
499,0.084239792,0.575776689,dummy,dummy,Match,,,,,,,dummy,
500,0.132031463,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
501,0.132031463,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
502,0.132031463,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
503,0.132031463,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
504,0.132031463,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
505,0.132031463,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
506,0.132031463,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
507,0.132031463,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
508,0.132031463,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
509,0.132031463,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
510,0.132031463,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
511,0.132031463,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
512,0.132031463,-0.04551503,dummy,dummy,Match,,,,,,,dummy,
513,0.132031463,0.00227664,dummy,dummy,Match,,,,,,,dummy,
514,0.132031463,0.050068311,dummy,dummy,Match,,,,,,,dummy,
515,0.132031463,0.097859982,dummy,dummy,Match,,,,,,,dummy,
516,0.132031463,0.145651653,dummy,dummy,Match,,,,,,,dummy,
517,0.132031463,0.193443323,dummy,dummy,Match,,,,,,,dummy,
518,0.132031463,0.241234994,dummy,dummy,Match,,,,,,,dummy,
519,0.132031463,0.289026665,dummy,dummy,Match,,,,,,,dummy,
520,0.132031463,0.336818335,dummy,dummy,Match,,,,,,,dummy,
521,0.132031463,0.384610006,dummy,dummy,Match,,,,,,,dummy,
522,0.132031463,0.432401677,dummy,dummy,Match,,,,,,,dummy,
523,0.132031463,0.480193348,dummy,dummy,Match,,,,,,,dummy,
524,0.132031463,0.527985018,dummy,dummy,Match,,,,,,,dummy,
525,0.132031463,0.575776689,dummy,dummy,Match,,,,,,,dummy,
526,0.179823134,-0.619015079,dummy,dummy,Match,,,,,,,dummy,
527,0.179823134,-0.571223408,dummy,dummy,Match,,,,,,,dummy,
528,0.179823134,-0.523431738,dummy,dummy,Match,,,,,,,dummy,
529,0.179823134,-0.475640067,dummy,dummy,Match,,,,,,,dummy,
530,0.179823134,-0.427848396,dummy,dummy,Match,,,,,,,dummy,
531,0.179823134,-0.380056725,dummy,dummy,Match,,,,,,,dummy,
532,0.179823134,-0.332265055,dummy,dummy,Match,,,,,,,dummy,
533,0.179823134,-0.284473384,dummy,dummy,Match,,,,,,,dummy,
534,0.179823134,-0.236681713,dummy,dummy,Match,,,,,,,dummy,
535,0.179823134,-0.188890043,dummy,dummy,Match,,,,,,,dummy,
536,0.179823134,-0.141098372,dummy,dummy,Match,,,,,,,dummy,
537,0.179823134,-0.093306701,dummy,dummy,Match,,,,,,,dummy,
