x,y,class_pred,class_orig,Matches,Instance,Mixnew,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
-0.682248225,-0.166450811,5,5,Match,768,"R18,R38,R69,R98,R129,R166,R207,R219,R249,R291",7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5
-0.456609293,0.5408588,6,6,Match,769,"R16,R38,R73,R99,R126,R165,R184,R218,R242,R291",7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7
-0.384599649,0.424716813,5,5,Match,770,"R9,R39,R67,R92,R126,R165,R184,R218,R239,R284",7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6
-0.63555182,0.330032532,6,6,Match,771,"R16,R38,R73,R99,R126,R165,R184,R218,R242,R291",7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7
-0.388118363,0.622564342,5,5,Match,772,"R15,R44,R72,R102,R129,R171,R183,R218,R239,R291",9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4
-0.388118363,0.622564342,5,5,Match,773,"R15,R44,R72,R102,R129,R171,R183,R218,R239,R291",9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4
-0.403943636,-0.33242508,5,6,Non,774,"R18,R38,R69,R90,R127,R156,R185,R219,R244,R276",7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5
-0.602317744,-0.327825772,5,6,Non,775,"R18,R38,R69,R90,R127,R156,R196,R219,R244,R276",7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5
-0.249038131,0.452160415,5,5,Match,776,"R9,R39,R68,R92,R126,R165,R184,R220,R241,R284",7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10
0.293718738,0.149359163,6,6,Match,777,"R22,R50,R85,R107,R139,R172,R192,R225,R251,R287",6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3
0.293718738,0.149359163,6,6,Match,778,"R22,R50,R85,R107,R139,R172,R192,R225,R251,R287",6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3
0.306229918,-0.029695578,6,5,Non,779,"R21,R50,R85,R117,R139,R172,R197,R226,R251,R287",8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5
-0.608370911,-0.273282152,5,5,Match,780,"R18,R38,R69,R98,R127,R166,R185,R219,R249,R291",7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8
-0.50016238,-0.319796216,5,6,Non,781,"R18,R38,R69,R90,R127,R166,R185,R219,R247,R282",7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4
-0.470713578,-0.36247394,5,5,Match,782,"R18,R38,R69,R91,R127,R166,R185,R219,R247,R282",6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8
-0.254911915,0.607908112,5,5,Match,783,"R15,R39,R72,R98,R129,R165,R184,R221,R241,R291",9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10
-0.470713578,-0.36247394,5,5,Match,784,"R18,R38,R69,R91,R127,R166,R185,R219,R247,R282",6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8
-0.466436373,-0.329717776,5,5,Match,785,"R18,R38,R69,R92,R127,R166,R185,R219,R247,R282",7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8
0.044435474,-0.492741602,5,5,Match,786,"R15,R34,R62,R94,R120,R161,R206,R210,R239,R269",9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5
-0.161978045,0.736105801,5,5,Match,787,"R15,R34,R62,R94,R120,R161,R206,R210,R239,R269",9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5
-0.25779258,-0.137813937,5,6,Non,788,"R15,R38,R70,R95,R127,R167,R184,R223,R241,R282",10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1
-0.25779259,-0.137813907,5,6,Non,789,"R15,R38,R70,R95,R127,R167,R184,R223,R241,R282",10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1
-0.417451794,0.592526485,5,5,Match,790,"R15,R44,R67,R102,R129,R171,R183,R218,R239,R291",8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3
-0.379835387,-0.532513744,6,6,Match,791,"R18,R38,R69,R91,R127,R163,R207,R219,R246,R277",7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7
-0.343395137,0.627466194,5,5,Match,792,"R15,R44,R72,R102,R129,R171,R184,R218,R239,R291",8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6
-0.466436373,-0.329717776,5,6,Non,793,"R18,R38,R69,R92,R127,R166,R185,R219,R247,R282",7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7
0.208604213,0.017492602,5,5,Match,794,"R3,R50,R85,R104,R139,R172,R190,R225,R251,R286",7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8
0.258541999,-0.732466082,6,6,Match,795,"R6,R48,R75,R111,R147,R152,R198,R227,R252,R268",10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5
-0.136682218,-0.197369319,5,5,Match,796,"R22,R39,R70,R92,R127,R167,R197,R223,R244,R284",10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2
-0.416595865,-0.438244034,5,5,Match,797,"R17,R38,R71,R91,R127,R166,R207,R219,R247,R282",8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6
0.645836519,-0.234897804,6,7,Non,798,"R31,R58,R85,R117,R134,R153,R197,R234,R261,R275",9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8
0.123621471,0.077074258,5,6,Non,799,"R15,R50,R83,R115,R139,R172,R197,R226,R251,R287",9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7
0.123622675,0.077067593,5,6,Non,800,"R15,R50,R83,R115,R139,R172,R197,R226,R251,R287",9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7
-0.351397408,0.625942166,5,5,Match,801,"R9,R44,R72,R102,R132,R171,R183,R218,R239,R291",7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4
-0.259327324,0.320249231,5,5,Match,802,"R3,R38,R67,R92,R130,R165,R184,R220,R241,R281",8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10
0.676409428,0.353773697,6,7,Non,803,"R26,R57,R85,R110,R148,R179,R193,R232,R259,R288",5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9
-0.468870046,-0.313470074,5,6,Non,804,"R17,R38,R69,R92,R127,R166,R185,R219,R247,R282",7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6
-0.249969968,-0.110234556,5,6,Non,805,"R9,R38,R70,R91,R127,R167,R184,R223,R241,R282",8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9
0.446932477,-0.601194781,7,7,Match,806,"R29,R48,R76,R111,R143,R153,R199,R233,R259,R275",8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8
0.4343633,-0.615658741,7,7,Match,807,"R29,R48,R76,R111,R143,R153,R199,R233,R259,R273",8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5
0.446932477,-0.601194781,7,7,Match,808,"R29,R48,R76,R111,R143,R153,R199,R233,R259,R275",8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8
-0.543140563,-0.291627615,5,5,Match,809,"R17,R38,R69,R90,R127,R166,R185,R219,R243,R282",7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2
0.188234019,0.06281075,6,6,Match,810,"R13,R50,R83,R107,R139,R172,R197,R226,R251,R287",7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3
0.156661004,0.030342823,5,5,Match,811,"R3,R50,R82,R104,R139,R172,R190,R225,R251,R287",7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5
0.450023485,-0.132971156,6,6,Match,812,"R31,R50,R85,R117,R139,R173,R197,R233,R260,R287",12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9
0.59828384,0.040656151,6,5,Non,813,"R31,R58,R85,R118,R140,R174,R197,R234,R263,R287",10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8
0.154627074,-0.320293312,5,4,Non,814,"R9,R50,R82,R103,R138,R150,R190,R225,R251,R268",6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4
0.628002951,0.048313552,6,6,Match,815,"R31,R58,R85,R118,R140,R174,R200,R234,R263,R287",12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3
0.59828384,0.040656151,6,5,Non,816,"R31,R58,R85,R118,R140,R174,R197,R234,R263,R287",10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8
0.235521344,0.183228318,5,6,Non,817,"R15,R50,R85,R115,R139,R172,R192,R229,R255,R287",9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5
0.479024595,-0.543949415,7,6,Non,818,"R30,R58,R76,R113,R147,R157,R199,R234,R261,R275",10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9
-0.461584323,0.412648382,5,5,Match,819,"R9,R39,R67,R90,R126,R165,R183,R218,R239,R284",7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4
-0.43624883,0.46784576,5,5,Match,820,"R15,R39,R67,R94,R126,R165,R184,R218,R239,R284",9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6
-0.505620488,-0.211951961,5,5,Match,821,"R18,R39,R69,R92,R127,R166,R185,R219,R247,R284",7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7
0.803616149,-0.000534693,7,7,Match,822,"R26,R57,R84,R110,R148,R178,R187,R232,R259,R288",4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14
-0.466436373,-0.329717776,5,5,Match,823,"R18,R38,R69,R92,R127,R166,R185,R219,R247,R282",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8
-0.466436373,-0.329717776,5,5,Match,824,"R18,R38,R69,R92,R127,R166,R185,R219,R247,R282",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8
0.283703257,0.174229803,6,5,Non,825,"R3,R50,R85,R107,R139,R172,R192,R226,R251,R287",7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3
0.370561373,0.363393997,6,5,Non,826,"R9,R55,R85,R107,R140,R174,R192,R229,R254,R287",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7
0.338037694,-0.69073567,7,7,Match,827,"R29,R48,R79,R103,R136,R150,R194,R233,R259,R273",7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11
0.370561373,0.363393997,6,5,Non,828,"R9,R55,R85,R107,R140,R174,R192,R229,R254,R287",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7
0.71411741,0.199487644,6,8,Non,829,"R27,R58,R85,R110,R148,R176,R193,R235,R262,R288",7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7
0.568921802,0.230212255,6,6,Match,830,"R27,R57,R85,R110,R140,R174,R192,R232,R259,R287",5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1
0.199487628,-0.397951307,5,4,Non,831,"R2,R50,R83,R104,R138,R172,R190,R225,R251,R286",7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9
0.568921802,0.230212255,6,6,Match,832,"R27,R57,R85,R110,R140,R174,R192,R232,R259,R287",5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1
-0.214560539,-0.554497894,5,3,Non,833,"R22,R40,R71,R96,R127,R167,R197,R223,R247,R282",10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9
-0.214560539,-0.554497894,5,4,Non,834,"R22,R40,R71,R96,R127,R167,R197,R223,R247,R282",11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9
-0.489664326,0.415828616,5,5,Match,835,"R15,R39,R67,R90,R126,R165,R183,R218,R239,R284",8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4
-0.559435165,0.407429953,5,5,Match,836,"R3,R40,R71,R90,R126,R165,R183,R218,R239,R284",7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3
0.215829833,0.727667499,7,7,Match,837,"R5,R54,R75,R107,R147,R151,R189,R230,R254,R268",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7
0.215829833,0.727667499,7,7,Match,838,"R5,R54,R75,R107,R147,R151,R189,R230,R254,R268",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7
0.333359535,-0.589496862,7,7,Match,839,"R30,R48,R76,R112,R134,R157,R199,R233,R260,R276",10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2
-0.286664576,0.348217188,5,5,Match,840,"R9,R38,R67,R91,R126,R165,R184,R220,R241,R281",6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10
0.631047978,-0.126411504,6,7,Non,841,"R31,R52,R85,R117,R148,R176,R200,R233,R260,R288",11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1
0.439424556,0.350576279,6,5,Non,842,"R22,R55,R85,R107,R140,R174,R192,R228,R254,R287",6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3
0.621924734,0.051276314,6,6,Match,843,"R31,R58,R85,R118,R140,R174,R207,R234,R264,R287",10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9
-0.663187457,-0.167016639,5,5,Match,844,"R17,R39,R69,R97,R127,R166,R202,R219,R249,R291",7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4
0.102408787,0.457051446,6,6,Match,845,"R30,R58,R76,R113,R134,R157,R195,R234,R262,R274",9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6
-0.466436373,-0.329717776,5,5,Match,846,"R18,R38,R69,R92,R127,R166,R185,R219,R247,R282",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8
-0.466436373,-0.329717776,5,5,Match,847,"R18,R38,R69,R92,R127,R166,R185,R219,R247,R282",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8
-0.211900463,-0.239021576,5,6,Non,848,"R21,R39,R70,R92,R127,R167,R185,R223,R247,R284",7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9
-0.466436373,-0.329717776,5,5,Match,849,"R18,R38,R69,R92,R127,R166,R185,R219,R247,R282",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8
-0.466436373,-0.329717776,5,5,Match,850,"R18,R38,R69,R92,R127,R166,R185,R219,R247,R282",6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8
-0.522095941,0.31590082,5,5,Match,851,"R15,R38,R67,R90,R126,R165,R196,R218,R239,R281",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5
-0.522095941,0.31590082,5,5,Match,852,"R15,R38,R67,R90,R126,R165,R196,R218,R239,R281",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5
-0.313717362,-0.667792867,5,5,Match,853,"R17,R44,R72,R102,R129,R171,R208,R219,R249,R291",8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7
0.694263337,-0.190790759,6,6,Match,854,"R31,R58,R85,R117,R137,R163,R195,R234,R262,R277",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9
0.694263337,-0.190790759,6,6,Match,855,"R31,R58,R85,R117,R137,R163,R195,R234,R262,R277",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9
0.406866497,0.557805489,6,7,Non,856,"R27,R52,R85,R104,R143,R176,R191,R232,R259,R288",7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7
0.694263337,-0.190790759,6,6,Match,857,"R31,R58,R85,R117,R137,R163,R195,R234,R262,R277",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9
0.081583129,0.469146197,6,7,Non,858,"R30,R57,R79,R113,R137,R156,R199,R233,R260,R274",8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3
0.349322519,-0.54852969,6,7,Non,859,"R30,R55,R76,R113,R134,R157,R195,R234,R263,R276",11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6
0.568921802,0.230212255,6,6,Match,860,"R27,R57,R85,R110,R140,R174,R192,R232,R259,R287",6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2
-0.514126243,0.343846357,5,5,Match,861,"R15,R38,R67,R90,R126,R165,R183,R218,R239,R281",7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5
0.480995236,0.558458839,6,6,Match,862,"R31,R55,R85,R108,R146,R177,R204,R230,R256,R288",5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5
0.275878266,0.104040948,6,5,Non,863,"R3,R50,R85,R107,R139,R172,R197,R226,R251,R287",7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4
-0.430901703,0.344693031,5,5,Match,864,"R15,R38,R67,R92,R126,R165,R184,R218,R239,R281",7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7
-0.514126243,0.343846357,5,5,Match,865,"R15,R38,R67,R90,R126,R165,R183,R218,R239,R281",7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5
-0.430901703,0.344693031,5,5,Match,866,"R15,R38,R67,R92,R126,R165,R184,R218,R239,R281",7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7
0.566699725,0.209696625,6,6,Match,867,"R27,R50,R85,R110,R140,R174,R193,R232,R259,R287",6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3
0.509423313,0.183330844,6,6,Match,868,"R27,R50,R85,R110,R140,R174,R192,R232,R259,R287",6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2
0.568921802,0.230212255,6,6,Match,869,"R27,R57,R85,R110,R140,R174,R192,R232,R259,R287",6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2
0.533167602,0.295740954,6,6,Match,870,"R27,R55,R85,R107,R140,R174,R192,R235,R262,R287",7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9
0.503286571,0.500121067,6,6,Match,871,"R6,R55,R85,R107,R148,R176,R193,R230,R254,R288",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8
0.344711335,0.396918138,6,5,Non,872,"R9,R56,R85,R108,R140,R174,R192,R228,R254,R287",6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6
-0.069856506,0.716730663,6,4,Non,873,"R3,R34,R65,R91,R122,R156,R184,R211,R240,R265",7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10
0.2434085,-0.682324066,7,7,Match,874,"R1,R48,R76,R112,R134,R157,R194,R226,R250,R268",9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1
0.494359438,-0.324752773,6,7,Non,875,"R31,R52,R85,R118,R143,R157,R200,R233,R260,R276",10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8
0.333987048,-0.595908608,7,7,Match,876,"R30,R48,R76,R112,R147,R157,R200,R233,R260,R276",8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8
0.247909658,0.075010897,5,4,Non,877,"R3,R50,R85,R104,R139,R172,R190,R225,R251,R287",7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9
0.503286571,0.500121067,6,6,Match,878,"R6,R55,R85,R107,R148,R176,R193,R230,R254,R288",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8
-0.206531591,0.544183384,5,6,Non,879,"R15,R40,R71,R92,R131,R165,R184,R221,R241,R281",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10
-0.514126243,0.343846357,5,5,Match,880,"R15,R38,R67,R90,R126,R165,R183,R218,R239,R281",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5
-0.30496283,0.336358936,5,5,Match,881,"R9,R38,R67,R92,R126,R165,R184,R221,R241,R281",9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9
0.566330034,0.318695966,6,6,Match,882,"R27,R55,R85,R107,R140,R174,R193,R235,R262,R287",7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4
0.620848617,-0.449228535,6,6,Match,883,"R27,R57,R78,R113,R147,R153,R193,R232,R259,R275",8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12
-0.514126243,0.343846357,5,5,Match,884,"R15,R38,R67,R90,R126,R165,R183,R218,R239,R281",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5
-0.295070487,0.564577445,5,6,Non,885,"R15,R40,R71,R92,R131,R165,R184,R221,R241,R281",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10
0.39979112,-0.025634015,6,5,Non,886,"R21,R50,R85,R117,R139,R173,R192,R232,R260,R287",8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5
0.39979112,-0.025634015,6,6,Match,887,"R21,R50,R85,R117,R139,R173,R192,R232,R260,R287",9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4
0.712399398,-0.00420796,6,7,Non,888,"R31,R58,R85,R117,R148,R176,R199,R235,R262,R288",10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1
0.380465546,0.367916991,6,6,Match,889,"R9,R55,R85,R107,R140,R174,R192,R228,R254,R287",6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2
-0.743624309,0.106438491,5,5,Match,890,"R20,R44,R72,R102,R133,R171,R207,R219,R249,R291",10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3
-0.06860971,0.710971965,6,5,Non,891,"R9,R34,R65,R91,R122,R160,R186,R211,R240,R265",7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1
-0.463684715,0.098324252,5,5,Match,892,"R15,R39,R69,R92,R127,R166,R184,R218,R239,R284",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7
-0.495060782,-0.309528256,5,6,Non,893,"R20,R38,R69,R90,R127,R166,R185,R219,R247,R282",10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3
-0.463684715,0.098324252,5,5,Match,894,"R15,R39,R69,R92,R127,R166,R184,R218,R239,R284",7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7
-0.451356836,-0.208823207,5,6,Non,895,"R15,R38,R69,R92,R127,R166,R185,R219,R241,R282",7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8
0.380465546,0.367916991,6,6,Match,896,"R9,R55,R85,R107,R140,R174,R192,R228,R254,R287",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7
0.531778121,-0.540902845,7,7,Match,897,"R29,R58,R76,R113,R147,R153,R199,R234,R261,R275",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5
0.380465546,0.367916991,6,6,Match,898,"R9,R55,R85,R107,R140,R174,R192,R228,R254,R287",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7
0.171427029,0.60459685,7,7,Match,899,"R29,R58,R76,R113,R147,R153,R199,R234,R261,R275",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5
0.152598532,0.118555806,5,3,Non,900,"R15,R50,R85,R115,R139,R172,R190,R225,R251,R286",8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11
0.340673567,-0.577497259,7,5,Non,901,"R30,R48,R79,R112,R147,R157,R199,R233,R260,R276",8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8
0.537104094,0.144998454,6,7,Non,902,"R28,R57,R85,R110,R140,R174,R192,R232,R260,R287",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8
0.537104095,0.144998454,6,7,Non,903,"R28,R57,R85,R110,R140,R174,R192,R232,R260,R287",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8
0.354210773,0.239753484,6,7,Non,904,"R27,R50,R85,R107,R139,R172,R192,R228,R254,R287",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8
0.354210773,0.239753484,6,7,Non,905,"R27,R50,R85,R107,R139,R172,R192,R228,R254,R287",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8
-0.714679415,-0.043943974,5,5,Match,906,"R17,R44,R69,R102,R129,R171,R185,R219,R249,R291",9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5
0.427005421,0.033624988,6,5,Non,907,"R27,R50,R85,R110,R139,R173,R192,R232,R260,R287",7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11
0.286225704,0.58328961,6,6,Match,908,"R10,R52,R85,R104,R143,R176,R190,R225,R253,R286",6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5
0.472085232,0.328096769,6,6,Match,909,"R27,R56,R85,R107,R140,R174,R192,R229,R254,R287",7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8
0.089656745,0.775007921,6,6,Match,910,"R6,R48,R75,R106,R142,R152,R198,R227,R252,R268",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5
0.215241132,-0.688969532,6,6,Match,911,"R11,R52,R83,R116,R144,R157,R200,R227,R252,R268",9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2
0.062252455,0.648331916,6,6,Match,912,"R30,R48,R78,R112,R134,R157,R194,R226,R251,R271",9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9
0.639686785,-0.371798777,6,6,Match,913,"R31,R52,R83,R117,R143,R176,R198,R227,R253,R286",10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2
0.425784243,-0.445512568,6,7,Non,914,"R31,R52,R83,R118,R143,R157,R201,R233,R260,R276",9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2
0.089656745,0.775007921,6,6,Match,915,"R6,R48,R75,R106,R142,R152,R198,R227,R252,R268",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5
0.404371208,-0.636650534,7,6,Non,916,"R29,R48,R76,R111,R143,R152,R198,R233,R259,R275",8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9
