Instance,Pred_class,class,Matches,variance,skewness,curtosis,entropy,Mixnew,Stress,x,y
423,0,0,Match,4.8368,10.0132,-4.3239,-4.3276,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R151,R176,R194",0.202415216,-0.5165884,0.282287554
424,0,0,Match,-0.12196,8.8068,0.94566,-4.2267,"R9,R26,R46,R55,R65,R81,R102,R119,R131,R154,R176,R185",0.25950768,-0.619923123,-0.163043841
425,0,0,Match,1.9429,6.3961,0.092248,0.58102,"R15,R26,R45,R55,R74,R90,R102,R117,R138,R157,R176,R193",0.222220791,-0.423322105,0.357664097
426,0,0,Match,1.742,-4.809,8.2142,-2.0659,"R11,R22,R39,R53,R69,R84,R99,R109,R138,R155,R171,R193",0.258895521,0.295533867,0.56805999
427,0,0,Match,-1.5222,10.8409,2.7827,-4.0974,"R9,R26,R46,R55,R65,R81,R102,R119,R126,R147,R176,R185",0.257917958,-0.64291278,-0.169750505
428,0,0,Match,-1.3,10.2678,-2.953,-5.8638,"R9,R26,R41,R55,R65,R81,R102,R116,R122,R147,R176,R182",0.252055016,-0.677387935,-0.080210897
429,0,0,Match,3.4246,-0.14693,0.80342,0.29136,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
430,0,0,Match,2.5503,-4.9518,6.3729,-0.41596,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
431,0,0,Match,1.5691,6.3465,-0.1828,-2.4099,"R13,R26,R45,R55,R69,R84,R102,R117,R138,R157,R176,R189",0.255706528,-0.494284437,0.052017968
432,0,0,Match,1.3087,4.9228,2.0013,0.22024,"R13,R21,R38,R53,R70,R84,R99,R111,R138,R157,R168,R189",0.32314102,0.235930177,0.261433471
433,0,0,Match,5.1776,8.2316,-3.2511,-1.5694,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
434,0,0,Match,2.229,9.6325,-3.1123,-2.7164,"R15,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.201941811,-0.52364954,0.235034908
435,0,0,Match,5.6272,10.0857,-4.2931,-3.8142,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
436,0,0,Match,1.2138,8.7986,-2.1672,-0.74182,"R13,R26,R41,R55,R69,R84,R102,R117,R138,R157,R176,R189",0.240672662,-0.517543617,0.083570899
437,0,0,Match,0.3798,0.7098,0.7572,-0.4444,"R11,R21,R34,R49,R69,R84,R99,R107,R131,R152,R160,R179",0.318299769,0.509508884,0.221538202
438,0,0,Match,0.5415,6.0319,1.6825,-0.46122,"R13,R26,R46,R55,R69,R84,R102,R119,R131,R154,R176,R189",0.280848297,-0.53205244,-0.107112308
439,0,0,Match,4.0524,5.6802,-1.9693,0.026279,"R17,R26,R41,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.134906226,-0.389295692,0.304699304
440,0,0,Match,4.7285,2.1065,-0.28305,1.5625,"R17,R22,R40,R53,R74,R90,R99,R114,R139,R155,R171,R194",0.212062482,-0.016410669,0.616075966
441,0,0,Match,3.4359,0.66216,2.1041,1.8922,"R17,R22,R40,R53,R74,R90,R99,R112,R139,R155,R171,R194",0.208307798,0.014769118,0.601897306
442,0,0,Match,0.86816,10.2429,-1.4912,-4.0082,"R13,R26,R41,R55,R69,R84,R102,R117,R138,R157,R176,R189",0.240672662,-0.517543617,0.083570899
443,0,0,Match,3.359,9.8022,-3.8209,-3.7133,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
444,0,0,Match,3.6702,2.9942,0.85141,0.30688,"R17,R22,R40,R53,R74,R90,R99,R114,R138,R155,R171,R194",0.187956723,-0.021991123,0.561365234
445,0,0,Match,1.3349,6.1189,0.46497,0.49826,"R13,R26,R45,R55,R70,R84,R102,R119,R138,R157,R176,R189",0.268459852,-0.462634583,-0.00130662
446,0,0,Match,3.1887,-3.4143,2.7742,-0.2026,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
447,0,0,Match,2.4527,2.9653,0.20021,-0.056479,"R17,R22,R40,R53,R74,R90,R99,R114,R138,R155,R171,R194",0.187956723,-0.021991123,0.561365234
448,0,0,Match,3.9121,2.9735,0.92852,0.60558,"R17,R22,R40,R53,R74,R90,R99,R114,R138,R155,R171,R194",0.187956723,-0.021991123,0.561365234
449,0,0,Match,3.9364,10.5885,-3.725,-4.3133,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
450,0,0,Match,3.9414,-3.2902,3.1674,1.0866,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
451,0,0,Match,3.6922,-3.9585,4.3439,1.3517,"R17,R22,R40,R53,R74,R90,R99,R112,R139,R155,R171,R194",0.208307798,0.014769118,0.601897306
452,0,0,Match,5.681,7.795,-2.6848,-0.92544,"R17,R26,R41,R55,R74,R90,R102,R117,R137,R157,R176,R194",0.162643608,-0.439784769,0.289758056
453,0,0,Match,0.77124,9.0862,-1.2281,-1.4996,"R13,R26,R41,R55,R69,R84,R102,R117,R138,R157,R176,R189",0.240672662,-0.517543617,0.083570899
454,0,0,Match,3.5761,9.7753,-3.9795,-3.4638,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
455,0,0,Match,1.602,6.1251,0.52924,0.47886,"R13,R26,R45,R55,R70,R84,R102,R119,R138,R157,R176,R189",0.268459852,-0.462634583,-0.00130662
456,0,0,Match,2.6682,10.216,-3.4414,-4.0069,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
457,0,0,Match,2.0007,1.8644,2.6491,0.47369,"R15,R22,R39,R53,R74,R90,R99,R113,R138,R155,R171,R193",0.232491154,0.166335824,0.595028056
458,0,0,Match,0.64215,3.1287,4.2933,0.64696,"R11,R21,R35,R50,R70,R84,R99,R108,R131,R155,R164,R188",0.312510622,0.499399402,0.402904659
459,0,0,Match,4.3848,-3.0729,3.0423,1.2741,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
460,0,0,Match,0.77445,9.0552,-2.4089,-1.3884,"R13,R26,R41,R55,R67,R83,R102,R117,R137,R157,R176,R189",0.240299134,-0.630374232,0.112044328
461,0,0,Match,0.96574,8.393,-1.361,-1.4659,"R13,R26,R41,R55,R69,R84,R102,R117,R138,R157,R176,R189",0.240672662,-0.517543617,0.083570899
462,0,0,Match,3.0948,8.7324,-2.9007,-0.96682,"R17,R26,R41,R55,R74,R90,R102,R117,R137,R157,R176,R194",0.162643608,-0.439784769,0.289758056
463,0,0,Match,4.9362,7.6046,-2.3429,-0.85302,"R17,R26,R41,R55,R74,R90,R102,R117,R137,R157,R176,R194",0.162643608,-0.439784769,0.289758056
464,0,0,Match,-1.9458,11.2217,1.9079,-3.4405,"R9,R26,R46,R55,R65,R81,R102,R119,R126,R147,R176,R185",0.257917958,-0.64291278,-0.169750505
465,0,0,Match,5.7403,-0.44284,0.38015,1.3763,"R17,R22,R40,R53,R74,R90,R99,R112,R139,R155,R171,R194",0.208307798,0.014769118,0.601897306
466,0,0,Match,-2.6989,12.1984,0.67661,-8.5482,"R9,R26,R43,R55,R65,R81,R102,R116,R126,R147,R173,R184",0.282226333,-0.664364074,-0.247561246
467,0,0,Match,1.1472,3.5985,1.9387,-0.43406,"R11,R21,R38,R50,R69,R84,R99,R111,R138,R155,R161,R188",0.300575656,0.416942813,0.412238041
468,0,0,Match,2.9742,8.96,-2.9024,-1.0379,"R17,R26,R41,R55,R74,R90,R102,R117,R137,R157,R176,R194",0.162643608,-0.439784769,0.289758056
469,0,0,Match,4.5707,7.2094,-3.2794,-1.4944,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
470,0,0,Match,0.1848,6.5079,2.0133,-0.87242,"R9,R26,R46,R55,R62,R81,R102,R119,R131,R154,R176,R185",0.26553376,-0.601385043,-0.175676815
471,0,0,Match,0.87256,9.2931,-0.7843,-2.1978,"R13,R26,R41,R55,R69,R84,R102,R117,R138,R157,R176,R189",0.240672662,-0.517543617,0.083570899
472,0,0,Match,0.39559,6.8866,1.0588,-0.67587,"R13,R26,R46,R55,R69,R84,R102,R119,R131,R154,R176,R185",0.279902811,-0.538798214,-0.124901035
473,0,0,Match,3.8384,6.1851,-2.0439,-0.033204,"R17,R26,R41,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.134906226,-0.389295692,0.304699304
474,0,0,Match,2.8209,7.3108,-0.81857,-1.8784,"R17,R26,R41,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.134906226,-0.389295692,0.304699304
475,0,0,Match,2.5817,9.7546,-3.1749,-2.9957,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
476,0,0,Match,3.8213,0.23175,2.0133,2.0564,"R17,R22,R40,R53,R74,R90,R99,R112,R139,R155,R171,R194",0.208307798,0.014769118,0.601897306
477,0,0,Match,0.3798,0.7098,0.7572,-0.4444,"R11,R21,R34,R49,R69,R84,R99,R107,R131,R152,R160,R179",0.318299769,0.509508884,0.221538202
478,0,0,Match,3.4893,6.69,-1.2042,-0.38751,"R17,R26,R41,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.134906226,-0.389295692,0.304699304
479,1,0,NonMatch,-1.7781,0.8546,7.1303,0.027572,"R5,R21,R30,R47,R62,R79,R98,R104,R127,R140,R164,R181",0.293399742,0.303512239,-0.607806896
480,0,0,Match,2.0962,2.4769,1.9379,-0.040962,"R15,R22,R40,R53,R74,R90,R99,R114,R138,R155,R171,R194",0.202034116,0.068830651,0.566559883
481,0,0,Match,0.94732,-0.57113,7.1903,-0.67587,"R11,R21,R38,R50,R69,R84,R99,R109,R138,R155,R164,R188",0.299744043,0.41312583,0.400920459
482,0,0,Match,2.8261,9.4007,-3.3034,-1.0509,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
483,0,0,Match,0.0071249,8.3661,0.50781,-3.8155,"R9,R26,R43,R55,R65,R81,R102,R119,R131,R154,R176,R183",0.262059921,-0.604340885,-0.187452837
484,0,0,Match,0.96788,7.1907,1.2798,-2.4565,"R13,R26,R46,R55,R69,R84,R102,R119,R138,R157,R176,R189",0.264844406,-0.485100503,-0.003220519
485,0,0,Match,4.7432,2.1086,0.1368,1.6543,"R17,R22,R40,R53,R74,R90,R99,R114,R139,R155,R171,R194",0.212062482,-0.016410669,0.616075966
486,0,0,Match,3.6575,7.2797,-2.2692,-1.144,"R17,R26,R41,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.134906226,-0.389295692,0.304699304
487,0,0,Match,3.8832,6.4023,-2.432,-0.98363,"R17,R26,R41,R55,R74,R90,R102,R117,R137,R157,R176,R194",0.162643608,-0.439784769,0.289758056
488,0,0,Match,3.4776,8.811,-3.1886,-0.92285,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
489,0,0,Match,1.1315,7.9212,1.093,-2.8444,"R13,R26,R46,R55,R69,R84,R102,R119,R138,R157,R176,R189",0.264844406,-0.485100503,-0.003220519
490,0,0,Match,2.8237,2.8597,0.19678,0.57196,"R17,R22,R40,R53,R74,R90,R99,R114,R138,R155,R171,R194",0.187956723,-0.021991123,0.561365234
491,0,0,Match,1.9321,6.0423,0.26019,-2.053,"R15,R26,R45,R55,R74,R90,R102,R119,R138,R157,R176,R193",0.234203053,-0.337130231,0.17026226
492,0,0,Match,3.0632,-3.3315,5.1305,0.8267,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
493,0,0,Match,-1.8411,10.8306,2.769,-3.0901,"R9,R26,R46,R55,R65,R81,R102,R119,R127,R147,R176,R185",0.260485636,-0.587336418,-0.198818828
494,0,0,Match,2.8084,11.3045,-3.3394,-4.4194,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
495,0,0,Match,2.5698,-4.4076,5.9856,0.078002,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
496,0,0,Match,-0.12624,10.3216,-3.7121,-6.1185,"R9,R26,R41,R55,R65,R81,R102,R116,R124,R154,R173,R182",0.271331485,-0.703861884,-0.113614003
497,0,0,Match,3.3756,-4.0951,4.367,1.0698,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
498,0,0,Match,-0.048008,-1.6037,8.4756,0.75558,"R7,R27,R35,R47,R61,R79,R100,R108,R129,R152,R164,R181",0.347922985,0.050589381,-0.74683585
499,0,0,Match,0.5706,-0.0248,1.2421,-0.5621,"R11,R21,R34,R50,R69,R84,R99,R107,R131,R152,R159,R188",0.330866605,0.52298919,0.32454578
500,0,0,Match,0.88444,6.5906,0.55837,-0.44182,"R13,R26,R45,R55,R69,R84,R102,R119,R138,R157,R176,R189",0.26776938,-0.473426239,0.007585671
501,0,0,Match,3.8644,3.7061,0.70403,0.35214,"R17,R23,R40,R53,R74,R90,R99,R114,R138,R156,R171,R194",0.216930413,-0.102708146,0.589620493
502,0,0,Match,1.2999,2.5762,2.0107,-0.18967,"R11,R21,R38,R53,R69,R84,R99,R111,R138,R155,R168,R188",0.283966103,0.371538986,0.424659167
503,0,0,Match,2.0051,-6.8638,8.132,-0.2401,"R15,R22,R39,R53,R74,R90,R97,R112,R138,R155,R171,R193",0.245461307,0.156706228,0.616859172
504,0,0,Match,4.9294,0.27727,0.20792,0.33662,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
505,0,0,Match,2.8297,6.3485,-0.73546,-0.58665,"R17,R26,R41,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.134906226,-0.389295692,0.304699304
506,0,0,Match,2.565,8.633,-2.9941,-1.3082,"R17,R26,R41,R55,R74,R90,R102,R117,R137,R157,R176,R194",0.162643608,-0.439784769,0.289758056
507,0,0,Match,2.093,8.3061,0.022844,-3.2724,"R14,R26,R44,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.183981943,-0.357774718,0.265183689
508,0,0,Match,4.6014,5.6264,-2.1235,0.19309,"R17,R26,R41,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.134906226,-0.389295692,0.304699304
509,0,0,Match,5.0617,-0.35799,0.44698,0.99868,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
510,0,0,Match,-0.2951,9.0489,-0.52725,-2.0789,"R9,R26,R41,R55,R65,R81,R102,R117,R121,R154,R176,R183",0.254384564,-0.605813353,-0.063438317
511,0,0,Match,3.577,2.4004,1.8908,0.73231,"R17,R22,R40,R53,R74,R90,R99,R114,R138,R155,R171,R194",0.187956723,-0.021991123,0.561365234
512,0,0,Match,3.9433,2.5017,1.5215,0.903,"R17,R22,R40,R53,R74,R90,R99,R114,R138,R155,R171,R194",0.187956723,-0.021991123,0.561365234
513,0,0,Match,2.6648,10.754,-3.3994,-4.1685,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
514,0,0,Match,5.9374,6.1664,-2.5905,-0.36553,"R17,R26,R41,R55,R74,R90,R102,R117,R137,R157,R176,R194",0.162643608,-0.439784769,0.289758056
515,0,0,Match,2.0153,1.8479,3.1375,0.42843,"R15,R22,R39,R53,R74,R90,R99,R113,R138,R155,R171,R193",0.232491154,0.166335824,0.595028056
516,0,0,Match,5.8782,5.9409,-2.8544,-0.60863,"R17,R26,R41,R55,R74,R90,R102,R117,R137,R157,R176,R194",0.162643608,-0.439784769,0.289758056
517,0,0,Match,-2.3983,12.606,2.9464,-5.7888,"R9,R26,R46,R55,R65,R81,R102,R116,R126,R147,R176,R185",0.259003169,-0.658667754,-0.166166736
518,0,0,Match,1.762,4.3682,2.1384,0.75429,"R15,R23,R39,R53,R74,R84,R99,R111,R138,R157,R171,R193",0.301809088,-0.185941906,0.658976876
519,0,0,Match,4.2406,-2.4852,1.608,0.7155,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
520,0,0,Match,3.4669,6.87,-1.0568,-0.73147,"R17,R26,R41,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.134906226,-0.389295692,0.304699304
521,0,0,Match,3.1896,5.7526,-0.18537,-0.30087,"R17,R26,R45,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.146852646,-0.364919333,0.319507113
522,0,0,Match,0.81356,9.1566,-2.1492,-4.1814,"R13,R26,R41,R55,R69,R84,R102,R117,R138,R157,R176,R189",0.240672662,-0.517543617,0.083570899
523,0,0,Match,0.52855,0.96427,4.0243,-1.0483,"R11,R21,R35,R50,R69,R84,R99,R108,R131,R152,R164,R188",0.333530343,0.523254448,0.353340301
524,0,0,Match,2.1319,-2.0403,2.5574,-0.061652,"R15,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.197364415,0.05650555,0.57343151
525,0,0,Match,0.33111,4.5731,2.057,-0.18967,"R3,R21,R34,R50,R62,R84,R99,R107,R131,R154,R160,R178",0.304597869,0.442301986,0.078376522
526,0,0,Match,1.2746,8.8172,-1.5323,-1.7957,"R13,R26,R41,R55,R69,R84,R102,R117,R138,R157,R176,R189",0.240672662,-0.517543617,0.083570899
527,0,0,Match,2.2091,7.4556,-1.3284,-3.3021,"R14,R26,R41,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.164289025,-0.392807899,0.267326054
528,0,0,Match,2.5328,7.528,-0.41929,-2.6478,"R17,R26,R41,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.134906226,-0.389295692,0.304699304
529,0,0,Match,3.6244,1.4609,1.3501,1.9284,"R17,R22,R40,R53,R74,R90,R99,R112,R139,R155,R171,R194",0.208307798,0.014769118,0.601897306
530,0,0,Match,-1.3885,12.5026,0.69118,-7.5487,"R9,R26,R43,R55,R65,R81,R102,R116,R126,R147,R173,R184",0.282226333,-0.664364074,-0.247561246
531,0,0,Match,5.7227,5.8312,-2.4097,-0.24527,"R17,R26,R41,R55,R74,R90,R102,R117,R137,R157,R176,R194",0.162643608,-0.439784769,0.289758056
532,0,0,Match,3.3583,10.3567,-3.7301,-3.6991,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
533,0,0,Match,2.5227,2.2369,2.7236,0.79438,"R17,R22,R40,R53,R74,R90,R99,R114,R138,R155,R171,R194",0.187956723,-0.021991123,0.561365234
534,0,0,Match,0.045304,6.7334,1.0708,-0.9332,"R9,R26,R46,R55,R59,R81,R102,R119,R131,R154,R176,R185",0.265495683,-0.605674195,-0.172877167
535,0,0,Match,4.8278,7.7598,-2.4491,-1.2216,"R17,R26,R41,R55,R74,R90,R102,R117,R137,R157,R176,R194",0.162643608,-0.439784769,0.289758056
536,0,0,Match,1.9476,-4.7738,8.527,-1.8668,"R15,R28,R39,R53,R74,R90,R100,R112,R138,R155,R171,R193",0.274021616,0.190974721,0.572999575
537,0,0,Match,2.7659,0.66216,4.1494,-0.28406,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
538,1,0,NonMatch,-0.10648,-0.76771,7.7575,0.64179,"R7,R21,R35,R47,R61,R79,R98,R108,R130,R152,R164,R181",0.331026442,0.129680755,-0.262464864
539,0,0,Match,0.72252,-0.053811,5.6703,-1.3509,"R11,R21,R35,R50,R69,R84,R99,R108,R131,R155,R164,R188",0.315846589,0.483792223,0.389831628
540,0,0,Match,4.2475,1.4816,-0.48355,0.95343,"R17,R22,R40,R53,R74,R90,R95,R112,R138,R155,R171,R194",0.201476228,-0.041435859,0.582703647
541,0,0,Match,3.9772,0.33521,2.2566,2.1625,"R17,R22,R40,R53,R74,R90,R99,R112,R139,R155,R171,R194",0.208307798,0.014769118,0.601897306
542,0,0,Match,3.6667,4.302,0.55923,0.33791,"R17,R23,R40,R53,R74,R90,R99,R114,R138,R157,R171,R194",0.194946635,-0.121368601,0.541949669
543,0,0,Match,2.8232,10.8513,-3.1466,-3.9784,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
544,0,0,Match,-1.4217,11.6542,-0.057699,-7.1025,"R9,R26,R43,R55,R65,R81,R102,R116,R120,R147,R173,R184",0.283562919,-0.659734667,-0.255121121
545,0,0,Match,4.2458,1.1981,0.66633,0.94696,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
546,0,0,Match,4.1038,-4.8069,3.3491,-0.49225,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
547,0,0,Match,1.4507,8.7903,-2.2324,-0.65259,"R13,R26,R41,R55,R69,R84,R102,R117,R138,R157,R176,R189",0.240672662,-0.517543617,0.083570899
548,0,0,Match,3.4647,-3.9172,3.9746,0.36119,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
549,0,0,Match,1.8533,6.1458,1.0176,-2.0401,"R15,R26,R46,R55,R74,R90,R102,R119,R138,R157,R176,R193",0.245263377,-0.437575331,0.386355899
550,0,0,Match,3.5288,0.71596,1.9507,1.9375,"R17,R22,R40,R53,R74,R90,R99,R112,R139,R155,R171,R194",0.208307798,0.014769118,0.601897306
551,0,0,Match,3.9719,1.0367,0.75973,1.0013,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
552,0,0,Match,3.534,9.3614,-3.6316,-1.2461,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
553,0,0,Match,3.6894,9.887,-4.0788,-4.3664,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
554,0,0,Match,3.0672,-4.4117,3.8238,-0.81682,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
555,0,0,Match,2.6463,-4.8152,6.3549,0.003003,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
556,0,0,Match,2.2893,3.733,0.6312,-0.39786,"R15,R23,R40,R53,R74,R90,R99,R114,R138,R156,R171,R194",0.238640432,-0.088885029,0.644213388
557,0,0,Match,1.5673,7.9274,-0.056842,-2.1694,"R13,R26,R45,R55,R69,R84,R102,R117,R138,R157,R176,R189",0.255706528,-0.494284437,0.052017968
558,0,0,Match,4.0405,0.51524,1.0279,1.106,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
559,0,0,Match,4.3846,-4.8794,3.3662,-0.029324,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
560,0,0,Match,2.0165,-0.25246,5.1707,1.0763,"R15,R22,R39,R53,R74,R90,R99,R112,R138,R155,R171,R193",0.223726417,0.142959505,0.594564294
561,0,0,Match,4.0446,11.1741,-4.3582,-4.7401,"R17,R26,R41,R55,R74,R88,R102,R116,R137,R151,R176,R194",0.217403496,-0.542306106,0.285109087
562,1,0,NonMatch,-0.33729,-0.64976,7.6659,0.72326,"R7,R21,R35,R47,R61,R79,R98,R108,R130,R152,R164,R181",0.331026442,0.129680752,-0.262464868
563,0,0,Match,-2.4604,12.7302,0.91738,-7.6418,"R9,R26,R46,R55,R65,R81,R102,R116,R126,R147,R173,R185",0.276781404,-0.663113637,-0.228553006
564,0,0,Match,4.1195,10.9258,-3.8929,-4.1802,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
565,0,0,Match,2.0193,0.82356,4.6369,1.4202,"R15,R22,R39,R53,R74,R90,R99,R112,R139,R155,R171,R193",0.242497625,0.170152458,0.627001251
566,0,0,Match,1.5701,7.9129,0.29018,-2.1953,"R13,R26,R45,R55,R69,R84,R102,R119,R138,R157,R176,R189",0.26776938,-0.473426239,0.007585671
567,0,0,Match,2.6415,7.586,-0.28562,-1.6677,"R17,R26,R45,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.146852646,-0.364919333,0.319507113
568,0,0,Match,5.0214,8.0764,-3.0515,-1.7155,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
569,0,0,Match,4.3435,3.3295,0.83598,0.64955,"R17,R22,R40,R53,R74,R90,R99,R114,R138,R155,R171,R194",0.187956723,-0.021991123,0.561365234
570,0,0,Match,1.8238,-6.7748,8.3873,-0.54139,"R15,R22,R39,R53,R74,R90,R97,R112,R138,R155,R171,R193",0.245461307,0.156706228,0.616859172
571,0,0,Match,3.9382,0.9291,0.78543,0.6767,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
572,0,0,Match,2.2517,-5.1422,4.2916,-1.2487,"R15,R22,R40,R53,R74,R90,R97,R112,R138,R155,R171,R194",0.216689494,0.066873198,0.597041474
573,0,0,Match,5.504,10.3671,-4.413,-4.0211,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R151,R176,R194",0.202415216,-0.5165884,0.282287554
574,0,0,Match,2.8521,9.171,-3.6461,-1.2047,"R17,R26,R41,R55,R74,R88,R102,R117,R137,R157,R176,R194",0.184996077,-0.489419905,0.262475345
575,0,0,Match,1.1676,9.1566,-2.0867,-0.80647,"R13,R26,R41,R55,R69,R84,R102,R117,R138,R157,R176,R189",0.240672662,-0.517543617,0.083570899
576,0,0,Match,2.6104,8.0081,-0.23592,-1.7608,"R17,R26,R45,R55,R74,R90,R102,R117,R138,R157,R176,R194",0.146852646,-0.364919333,0.319507113
577,0,0,Match,0.32444,10.067,-1.1982,-4.1284,"R9,R26,R41,R55,R65,R84,R102,R117,R124,R154,R176,R182",0.246824867,-0.64793339,0.002868849
578,0,0,Match,3.8962,-4.7904,3.3954,-0.53751,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
579,0,0,Match,2.1752,-0.8091,5.1022,-0.67975,"R15,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.197364415,0.05650555,0.57343151
580,0,0,Match,1.1588,8.9331,-2.0807,-1.1272,"R13,R26,R41,R55,R69,R84,R102,R117,R138,R157,R176,R189",0.240672662,-0.517543617,0.083570899
581,0,0,Match,4.7072,8.2957,-2.5605,-1.4905,"R17,R26,R41,R55,R74,R90,R102,R117,R137,R157,R176,R194",0.162643608,-0.439784769,0.289758056
582,0,0,Match,-1.9667,11.8052,-0.40472,-7.8719,"R9,R26,R41,R55,R65,R81,R102,R116,R120,R147,R173,R184",0.273924705,-0.698115161,-0.158508966
583,0,0,Match,4.0552,0.40143,1.4563,0.65343,"R17,R22,R40,R53,R74,R90,R99,R112,R138,R155,R171,R194",0.185476423,0.006392658,0.562379192
584,0,0,Match,2.3678,-6.839,8.4207,-0.44829,"R15,R22,R40,R53,R74,R90,R97,R112,R138,R155,R171,R194",0.216689494,0.066873202,0.597041467
